,,,,,,,,,,,dia,BU,
SIN IVA,Año Fecha,Mes Fecha,Fecha,Serie,Área de Negocio,Centro de coste,Uds.,Importe,BU,,,,Total Día
,2025,05  Mayo,5/30/2025,JVF,FACTURAS DE VENTA,,8.00,151.64 €,Juntos Products,,10/23/2025,Juntos Products,13
,2025,05  Mayo,5/30/2025,FVM,FACTURAS DE VENTA MERCADOS,,3.00,150.00 €,Distribution b2b,,10/23/2025,Juntos boutique,1381
,2025,05  Mayo,5/30/2025,CR1F,Factura de venta CR1F,,11.00,84.37 €,Picadeli,,10/23/2025,Juntos farm shop,338
,2025,05  Mayo,5/30/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,28.00,"1,068.16 €",Juntos boutique,,10/23/2025,Juntos house,3585
,2025,05  Mayo,5/30/2025,CR1T,Factura simplificada CR1T,,426.57,"2,558.22 €",Picadeli,,10/23/2025,Picadeli,2924
,2025,05  Mayo,5/30/2025,FS1F,Factura de venta FS1F,,1.97,21.78 €,Juntos farm shop,,10/23/2025,Tasting place,6675
,2025,05  Mayo,5/30/2025,AVT,FACTURAS DE VENTA ANTICIPOS,,1.00,"3,181.82 €",Juntos house,,10/24/2025,Distribution b2b,6359
,2025,05  Mayo,5/30/2025,AR3G,Tiquet AR3G,,424.50,"7,725.09 €",Juntos house,,10/24/2025,Juntos Products,12
,2025,05  Mayo,5/30/2025,FS1T,Factura simplificada FS1T,,118.86,807.68 €,Juntos farm shop,,10/24/2025,Juntos boutique,529
,2025,05  Mayo,5/30/2025,FVA,ALBARANES DE VENTA,,806.80,"2,313.85 €",Distribution b2b,,10/24/2025,Juntos farm shop,596
,2025,05  Mayo,5/30/2025,FVJ,FACTURA DE VENTA JUNTOS,,-2.00,-5.77 €,Distribution b2b,,10/24/2025,Juntos house,6228
,2025,05  Mayo,5/30/2025,FT1G,Tiquet FT1G,,69.00,572.18 €,Tasting place,,10/24/2025,Picadeli,3213
,2025,05  Mayo,5/31/2025,FVQ,FACTURA VENTA SERVICIOS,,34.00,"1,132.70 €",Distribution b2b,,10/24/2025,Tasting place,596
,2025,05  Mayo,5/31/2025,AR3G,Tiquet AR3G,,453.00,"7,441.18 €",Juntos house,,10/25/2025,Distribution b2b,218
,2025,05  Mayo,5/31/2025,CR1T,Factura simplificada CR1T,,315.56,"1,919.70 €",Picadeli,,10/25/2025,Juntos Products,43
,2025,05  Mayo,5/31/2025,JVF,FACTURAS DE VENTA,,12.00,240.72 €,Juntos Products,,10/25/2025,Juntos boutique,14
,2025,05  Mayo,5/31/2025,FVR,FACTURAS RECTIFICATIVAS VENTA,,-75.31,-739.17 €,Distribution b2b,,10/25/2025,Juntos farm shop,866
,2025,05  Mayo,5/31/2025,FT1G,Tiquet FT1G,,280.00,"2,367.73 €",Tasting place,,10/25/2025,Juntos house,3411
,2025,05  Mayo,5/31/2025,JVM,FACTURA DE VENTA MERCADO,,3.00,73.64 €,Juntos Products,,10/25/2025,Picadeli,1425
,2025,05  Mayo,5/31/2025,FS1T,Factura simplificada FS1T,,166.83,"1,096.98 €",Juntos farm shop,,10/25/2025,Tasting place,3218
,2025,05  Mayo,5/31/2025,FT1I,Invitaciones FT1I,,4.00,0.00 €,Tasting place,,10/26/2025,Juntos boutique,280
,2025,05  Mayo,5/31/2025,FT1X,Abono tiquet FT1X,,-1.00,-17.45 €,Tasting place,,10/26/2025,Juntos house,5090
,2025,05  Mayo,5/31/2025,CVR,FACTURAS DE ABONO DE VENTA,,-177.74,-975.06 €,Picadeli,,10/27/2025,Distribution b2b,367
,2025,05  Mayo,5/31/2025,CVF,FACTURAS DE VENTA,,177.74,975.06 €,Picadeli,,10/27/2025,Juntos Products,20
,2025,05  Mayo,5/31/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,20.00,"1,121.05 €",Juntos boutique,,10/27/2025,Juntos farm shop,409
,2025,05  Mayo,5/31/2025,FVJ,FACTURA DE VENTA JUNTOS,,63.31,498.80 €,Distribution b2b,,10/27/2025,Picadeli,3839
,2025,06  Junio,6/1/2025,FVA,ALBARANES DE VENTA,,216.00,296.97 €,Distribution b2b,,10/28/2025,Distribution b2b,537
,2025,06  Junio,6/1/2025,AR3G,Tiquet AR3G,,394.00,"5,606.55 €",Juntos house,,10/28/2025,Juntos Products,45
,2025,06  Junio,6/1/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,24.00,999.59 €,Juntos boutique,,10/28/2025,Juntos farm shop,329
,2025,06  Junio,6/2/2025,AR2G,Tiquet AR2G,,19.00,538.64 €,Juntos house,,10/28/2025,Picadeli,2570
,2025,06  Junio,6/2/2025,CR1T,Factura simplificada CR1T,,687.38,"4,186.60 €",Picadeli,,10/28/2025,Tasting place,1147
,2025,06  Junio,6/2/2025,AR3G,Tiquet AR3G,,280.50,"4,864.64 €",Juntos house,,10/29/2025,Distribution b2b,612
,2025,06  Junio,6/2/2025,FVA,ALBARANES DE VENTA,,515.40,"1,304.98 €",Distribution b2b,,10/29/2025,Juntos boutique,81
,2025,06  Junio,6/2/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,2.00,26.03 €,Juntos boutique,,10/29/2025,Juntos farm shop,440
,2025,06  Junio,6/3/2025,FVA,ALBARANES DE VENTA,,350.90,865.49 €,Distribution b2b,,10/29/2025,Juntos house,3426
,2025,06  Junio,6/3/2025,AVF,FACTURAS DE VENTA,,2.00,272.73 €,Juntos house,,10/29/2025,Picadeli,2818
,2025,06  Junio,6/3/2025,FS1T,Factura simplificada FS1T,,204.24,932.83 €,Juntos farm shop,,10/29/2025,Tasting place,1081
,2025,06  Junio,6/3/2025,FVR,FACTURAS RECTIFICATIVAS VENTA,,-28.30,-267.83 €,Distribution b2b,,10/30/2025,Distribution b2b,483
,2025,06  Junio,6/3/2025,JVF,FACTURAS DE VENTA,,3.00,73.64 €,Juntos Products,,10/30/2025,Juntos boutique,57
,2025,06  Junio,6/3/2025,AR3G,Tiquet AR3G,,324.00,"4,946.27 €",Juntos house,,10/30/2025,Juntos farm shop,580
,2025,06  Junio,6/3/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,20.00,"1,124.56 €",Juntos boutique,,10/30/2025,Juntos house,3132
,2025,06  Junio,6/3/2025,CR1T,Factura simplificada CR1T,,473.86,"2,823.74 €",Picadeli,,10/30/2025,Picadeli,2585
,2025,06  Junio,6/3/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,4.10,69.00 €,Distribution b2b,,10/30/2025,Tasting place,1056
,2025,06  Junio,6/3/2025,FT1I,Invitaciones FT1I,,1.00,0.00 €,Tasting place,,10/31/2025,Distribution b2b,1124
,2025,06  Junio,6/3/2025,FT1G,Tiquet FT1G,,69.00,649.25 €,Tasting place,,10/31/2025,Juntos boutique,118
,2025,06  Junio,6/3/2025,JVA,ALBARANES DE VENTA,,8.00,33.89 €,Juntos Products,,10/31/2025,Juntos farm shop,641
,2025,06  Junio,6/4/2025,FT1I,Invitaciones FT1I,,1.00,0.00 €,Tasting place,,10/31/2025,Juntos house,3036
,2025,06  Junio,6/4/2025,FVA,ALBARANES DE VENTA,,435.40,"1,376.83 €",Distribution b2b,,10/31/2025,Picadeli,2930
,2025,06  Junio,6/4/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,24.00,"1,543.96 €",Juntos boutique,,10/31/2025,Tasting place,667
,2025,06  Junio,6/4/2025,AR2G,Tiquet AR2G,,33.00,381.45 €,Juntos house,,11/1/2025,Juntos Products,53
,2025,06  Junio,6/4/2025,FS1T,Factura simplificada FS1T,,79.71,396.87 €,Juntos farm shop,,11/1/2025,Juntos boutique,382
,2025,06  Junio,6/4/2025,CR1T,Factura simplificada CR1T,,529.01,"2,949.67 €",Picadeli,,11/1/2025,Juntos farm shop,924
,2025,06  Junio,6/4/2025,FT1X,Abono tiquet FT1X,,-3.00,-22.55 €,Tasting place,,11/1/2025,Juntos house,7033
,2025,06  Junio,6/4/2025,FT1G,Tiquet FT1G,,78.00,660.88 €,Tasting place,,11/1/2025,Tasting place,6223
,2025,06  Junio,6/4/2025,FS1F,Factura de venta FS1F,,9.38,28.44 €,Juntos farm shop,,11/2/2025,Juntos boutique,270
,2025,06  Junio,6/4/2025,AR3G,Tiquet AR3G,,385.00,"5,980.14 €",Juntos house,,11/2/2025,Juntos house,4438
,2025,06  Junio,6/5/2025,FVA,ALBARANES DE VENTA,,745.20,"1,737.81 €",Distribution b2b,,11/3/2025,Distribution b2b,280
,2025,06  Junio,6/5/2025,AR3G,Tiquet AR3G,,349.00,"5,428.36 €",Juntos house,,11/3/2025,Juntos farm shop,607
,2025,06  Junio,6/5/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,8.00,162.06 €,Juntos boutique,,11/3/2025,Picadeli,3384
,2025,06  Junio,6/5/2025,AR2G,Tiquet AR2G,,14.00,203.18 €,Juntos house,,11/4/2025,Distribution b2b,1081
,2025,06  Junio,6/5/2025,FS1T,Factura simplificada FS1T,,73.14,363.77 €,Juntos farm shop,,11/4/2025,Juntos farm shop,803
,2025,06  Junio,6/5/2025,FT1X,Abono tiquet FT1X,,-2.00,-21.82 €,Tasting place,,11/4/2025,Picadeli,3197
,2025,06  Junio,6/5/2025,CR1T,Factura simplificada CR1T,,487.28,"2,763.97 €",Picadeli,,11/4/2025,Tasting place,1315
,2025,06  Junio,6/5/2025,FT1G,Tiquet FT1G,,42.00,309.70 €,Tasting place,,11/5/2025,Distribution b2b,322
,2025,06  Junio,6/6/2025,FS1F,Factura de venta FS1F,,16.13,66.79 €,Juntos farm shop,,11/5/2025,Juntos boutique,59
,2025,06  Junio,6/6/2025,AR3I,Invitaciones AR3I,,13.50,0.00 €,Juntos house,,11/5/2025,Juntos farm shop,677
,2025,06  Junio,6/6/2025,CR1F,Factura de venta CR1F,,10.00,55.88 €,Picadeli,,11/5/2025,Juntos house,2954
,2025,06  Junio,6/6/2025,FT1G,Tiquet FT1G,,76.00,"1,243.88 €",Tasting place,,11/5/2025,Picadeli,6083
,2025,06  Junio,6/6/2025,JVA,ALBARANES DE VENTA,,8.00,118.42 €,Juntos Products,,11/5/2025,Tasting place,3715
,2025,06  Junio,6/6/2025,FVA,ALBARANES DE VENTA,,679.17,"1,848.73 €",Distribution b2b,,11/6/2025,Distribution b2b,254
,2025,06  Junio,6/6/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,10.00,313.21 €,Juntos boutique,,11/6/2025,Juntos Products,25
,2025,06  Junio,6/6/2025,AVT,FACTURAS DE VENTA ANTICIPOS,,3.00,"23,255.00 €",Juntos house,,11/6/2025,Juntos boutique,94
,2025,06  Junio,6/6/2025,CR1T,Factura simplificada CR1T,,557.79,"3,501.30 €",Picadeli,,11/6/2025,Juntos farm shop,909
,2025,06  Junio,6/6/2025,FVE,FACTURAS DE VENTA EVENTOS,,1.00,500.00 €,Tasting place,,11/6/2025,Juntos house,1903
,2025,06  Junio,6/6/2025,AR3G,Tiquet AR3G,,602.00,"10,771.36 €",Juntos house,,11/6/2025,Tasting place,1003
,2025,06  Junio,6/6/2025,FS1T,Factura simplificada FS1T,,117.54,627.30 €,Juntos farm shop,,11/7/2025,Distribution b2b,1064
,2025,06  Junio,6/7/2025,FVE,FACTURAS DE VENTA EVENTOS,,73.00,"2,543.50 €",Tasting place,,11/7/2025,Juntos Products,20
,2025,06  Junio,6/7/2025,FVR,FACTURAS RECTIFICATIVAS VENTA,,-4.00,-96.15 €,Distribution b2b,,11/7/2025,Juntos boutique,40
,2025,06  Junio,6/7/2025,FVA,ALBARANES DE VENTA,,535.05,"1,082.24 €",Distribution b2b,,11/7/2025,Juntos farm shop,797
,2025,06  Junio,6/7/2025,JVM,FACTURA DE VENTA MERCADO,,10.00,240.74 €,Juntos Products,,11/7/2025,Juntos house,4268
,2025,06  Junio,6/7/2025,CR1T,Factura simplificada CR1T,,380.78,"2,866.45 €",Picadeli,,11/7/2025,Picadeli,3166
,2025,06  Junio,6/7/2025,FT1G,Tiquet FT1G,,279.00,"2,324.37 €",Tasting place,,11/7/2025,Tasting place,610
,2025,06  Junio,6/7/2025,FS1T,Factura simplificada FS1T,,219.92,"1,422.58 €",Juntos farm shop,,11/8/2025,Juntos Products,69
,2025,06  Junio,6/8/2025,AR3G,Tiquet AR3G,,355.50,"5,951.18 €",Juntos house,,11/8/2025,Juntos boutique,394
,2025,06  Junio,6/8/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,18.00,527.32 €,Juntos boutique,,11/8/2025,Juntos farm shop,356
,2025,06  Junio,6/8/2025,AR3I,Invitaciones AR3I,,1.00,0.00 €,Juntos house,,11/8/2025,Juntos house,3767
,2025,06  Junio,6/9/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,22.00,954.14 €,Juntos boutique,,11/8/2025,Picadeli,1881
,2025,06  Junio,6/9/2025,JVA,ALBARANES DE VENTA,,8.00,209.06 €,Juntos Products,,11/8/2025,Tasting place,916
,2025,06  Junio,6/9/2025,AR3G,Tiquet AR3G,,373.00,"7,862.64 €",Juntos house,,11/9/2025,Juntos boutique,1112
,2025,06  Junio,6/9/2025,FVA,ALBARANES DE VENTA,,824.10,"2,239.87 €",Distribution b2b,,11/9/2025,Juntos house,6040
,2025,06  Junio,6/9/2025,FVE,FACTURAS DE VENTA EVENTOS,,6.50,274.55 €,Tasting place,,11/10/2025,Distribution b2b,310
,2025,06  Junio,6/9/2025,CR1T,Factura simplificada CR1T,,592.13,"3,433.81 €",Picadeli,,11/10/2025,Juntos Products,184
,2025,06  Junio,6/9/2025,AR2G,Tiquet AR2G,,9.50,149.55 €,Juntos house,,11/10/2025,Juntos farm shop,533
,2025,06  Junio,6/10/2025,CR1T,Factura simplificada CR1T,,569.36,"3,493.58 €",Picadeli,,11/10/2025,Picadeli,3379
,2025,06  Junio,6/10/2025,FS1T,Factura simplificada FS1T,,144.08,777.77 €,Juntos farm shop,,11/11/2025,Distribution b2b,285
,2025,06  Junio,6/10/2025,FVA,ALBARANES DE VENTA,,709.60,"2,216.53 €",Distribution b2b,,11/11/2025,Juntos Products,665
,2025,06  Junio,6/10/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,21.00,789.30 €,Juntos boutique,,11/11/2025,Juntos farm shop,697
,2025,06  Junio,6/10/2025,AR3G,Tiquet AR3G,,352.50,"5,708.45 €",Juntos house,,11/11/2025,Picadeli,3426
,2025,06  Junio,6/10/2025,FT1G,Tiquet FT1G,,82.00,783.90 €,Tasting place,,11/11/2025,Tasting place,712
,2025,06  Junio,6/10/2025,JVA,ALBARANES DE VENTA,,13.00,126.86 €,Juntos Products,,11/12/2025,Distribution b2b,99
,2025,06  Junio,6/11/2025,CR1T,Factura simplificada CR1T,,524.76,"2,795.56 €",Picadeli,,11/12/2025,Juntos Products,71
,2025,06  Junio,6/11/2025,JVF,FACTURAS DE VENTA,,5.00,122.73 €,Juntos Products,,11/12/2025,Juntos boutique,265
,2025,06  Junio,6/11/2025,FVA,ALBARANES DE VENTA,,475.47,"1,197.32 €",Distribution b2b,,11/12/2025,Juntos farm shop,455
,2025,06  Junio,6/11/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,20.00,"1,131.26 €",Juntos boutique,,11/12/2025,Juntos house,2190
,2025,06  Junio,6/11/2025,FS1T,Factura simplificada FS1T,,113.07,665.95 €,Juntos farm shop,,11/12/2025,Picadeli,3005
,2025,06  Junio,6/11/2025,AR3G,Tiquet AR3G,,331.50,"5,248.09 €",Juntos house,,11/12/2025,Tasting place,507
,2025,06  Junio,6/11/2025,FT1G,Tiquet FT1G,,53.00,753.57 €,Tasting place,,11/13/2025,Distribution b2b,1383
,2025,06  Junio,6/11/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,6.00,32.69 €,Distribution b2b,,11/13/2025,Juntos boutique,154
,2025,06  Junio,6/12/2025,FVA,ALBARANES DE VENTA,,596.90,"1,484.80 €",Distribution b2b,,11/13/2025,Juntos farm shop,508
,2025,06  Junio,6/12/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,16.00,"1,778.84 €",Juntos boutique,,11/13/2025,Juntos house,2506
,2025,06  Junio,6/12/2025,FS1T,Factura simplificada FS1T,,96.21,867.34 €,Juntos farm shop,,11/13/2025,Picadeli,3286
,2025,06  Junio,6/12/2025,CR1T,Factura simplificada CR1T,,472.92,"2,711.97 €",Picadeli,,11/13/2025,Tasting place,404
,2025,06  Junio,6/12/2025,FT1I,Invitaciones FT1I,,2.00,0.00 €,Tasting place,,11/14/2025,Distribution b2b,954
,2025,06  Junio,6/12/2025,JVA,ALBARANES DE VENTA,,12.00,176.28 €,Juntos Products,,11/14/2025,Juntos boutique,136
,2025,06  Junio,6/12/2025,AR3G,Tiquet AR3G,,392.00,"9,528.73 €",Juntos house,,11/14/2025,Juntos farm shop,418
,2025,06  Junio,6/12/2025,FT1G,Tiquet FT1G,,67.00,436.07 €,Tasting place,,11/14/2025,Juntos house,1332
,2025,06  Junio,6/12/2025,FT1X,Abono tiquet FT1X,,-3.00,-15.45 €,Tasting place,,11/14/2025,Picadeli,2668
,2025,06  Junio,6/13/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,15.00,"1,343.87 €",Juntos boutique,,11/14/2025,Tasting place,493
,2025,06  Junio,6/13/2025,FS1F,Factura de venta FS1F,,12.28,81.21 €,Juntos farm shop,,11/15/2025,Juntos Products,44
,2025,06  Junio,6/13/2025,FT1G,Tiquet FT1G,,71.00,741.53 €,Tasting place,,11/15/2025,Juntos boutique,321
,2025,06  Junio,6/13/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,49.75,194.13 €,Distribution b2b,,11/15/2025,Juntos farm shop,983
,2025,06  Junio,6/13/2025,JVA,ALBARANES DE VENTA,,5.00,124.17 €,Juntos Products,,11/15/2025,Juntos house,4358
,2025,06  Junio,6/13/2025,CR1T,Factura simplificada CR1T,,593.36,"3,321.09 €",Picadeli,,11/15/2025,Picadeli,1902
,2025,06  Junio,6/13/2025,FVA,ALBARANES DE VENTA,,610.50,"2,297.02 €",Distribution b2b,,11/15/2025,Tasting place,3539
,2025,06  Junio,6/13/2025,AR3G,Tiquet AR3G,,367.50,"6,809.55 €",Juntos house,,11/16/2025,Juntos boutique,873
,2025,06  Junio,6/13/2025,FS1T,Factura simplificada FS1T,,112.19,854.54 €,Juntos farm shop,,11/16/2025,Juntos house,3657
,2025,06  Junio,6/14/2025,AR3G,Tiquet AR3G,,469.00,"8,482.55 €",Juntos house,,11/17/2025,Distribution b2b,444
,2025,06  Junio,6/14/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,17.19 €,Distribution b2b,,11/17/2025,Juntos Products,83
,2025,06  Junio,6/14/2025,JVA,ALBARANES DE VENTA,,1.00,19.64 €,Juntos Products,,11/17/2025,Juntos farm shop,733
,2025,06  Junio,6/14/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,12.00,349.18 €,Juntos boutique,,11/17/2025,Picadeli,3106
,2025,06  Junio,6/14/2025,FT1G,Tiquet FT1G,,235.00,"2,000.08 €",Tasting place,,11/18/2025,Distribution b2b,1471
,2025,06  Junio,6/14/2025,CR1T,Factura simplificada CR1T,,327.13,"2,084.81 €",Picadeli,,11/18/2025,Juntos Products,125
,2025,06  Junio,6/14/2025,JVM,FACTURA DE VENTA MERCADO,,3.00,73.64 €,Juntos Products,,11/18/2025,Juntos farm shop,300
,2025,06  Junio,6/14/2025,FVA,ALBARANES DE VENTA,,631.10,"1,522.31 €",Distribution b2b,,11/18/2025,Picadeli,3199
,2025,06  Junio,6/14/2025,FS1T,Factura simplificada FS1T,,229.52,"2,286.42 €",Juntos farm shop,,11/18/2025,Tasting place,1515
,2025,06  Junio,6/15/2025,AR3G,Tiquet AR3G,,383.50,"6,986.55 €",Juntos house,,11/19/2025,Distribution b2b,6210
,2025,06  Junio,6/15/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,14.00,688.92 €,Juntos boutique,,11/19/2025,Juntos Products,958
,2025,06  Junio,6/16/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,3.00,29.09 €,Distribution b2b,,11/19/2025,Juntos boutique,423
,2025,06  Junio,6/16/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,7.00,165.04 €,Juntos boutique,,11/19/2025,Juntos farm shop,606
,2025,06  Junio,6/16/2025,CR1T,Factura simplificada CR1T,,479.73,"3,153.75 €",Picadeli,,11/19/2025,Juntos house,791
,2025,06  Junio,6/16/2025,AR2G,Tiquet AR2G,,13.00,179.09 €,Juntos house,,11/19/2025,Picadeli,2821
,2025,06  Junio,6/16/2025,AR3G,Tiquet AR3G,,313.50,"5,166.18 €",Juntos house,,11/19/2025,Tasting place,392
,2025,06  Junio,6/16/2025,FVA,ALBARANES DE VENTA,,552.40,"1,633.01 €",Distribution b2b,,11/20/2025,Distribution b2b,843
,2025,06  Junio,6/17/2025,FS1T,Factura simplificada FS1T,,181.84,"1,060.16 €",Juntos farm shop,,11/20/2025,Juntos Products,195
,2025,06  Junio,6/17/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,14.00,593.38 €,Juntos boutique,,11/20/2025,Juntos boutique,362
,2025,06  Junio,6/17/2025,FS1F,Factura de venta FS1F,,7.00,20.77 €,Juntos farm shop,,11/20/2025,Juntos farm shop,756
,2025,06  Junio,6/17/2025,JVF,FACTURAS DE VENTA,,7.00,134.35 €,Juntos Products,,11/20/2025,Juntos house,1478
,2025,06  Junio,6/17/2025,CR1T,Factura simplificada CR1T,,493.84,"2,972.90 €",Picadeli,,11/20/2025,Picadeli,2633
,2025,06  Junio,6/17/2025,FVA,ALBARANES DE VENTA,,398.50,"1,407.22 €",Distribution b2b,,11/20/2025,Tasting place,568
,2025,06  Junio,6/17/2025,AR3G,Tiquet AR3G,,264.50,"4,336.09 €",Juntos house,,11/21/2025,Distribution b2b,884
,2025,06  Junio,6/17/2025,JVA,ALBARANES DE VENTA,,13.00,60.49 €,Juntos Products,,11/21/2025,Juntos Products,264
,2025,06  Junio,6/17/2025,FT1G,Tiquet FT1G,,75.00,504.95 €,Tasting place,,11/21/2025,Juntos farm shop,545
,2025,06  Junio,6/18/2025,FVS,FACTURAS VENTA SIMPLIFICADAS,,1.00,16.83 €,Distribution b2b,,11/21/2025,Juntos house,3086
,2025,06  Junio,6/18/2025,JVA,ALBARANES DE VENTA,,1.00,19.64 €,Juntos Products,,11/21/2025,Picadeli,2920
,2025,06  Junio,6/18/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,26.00,"1,473.13 €",Juntos boutique,,11/21/2025,Tasting place,382
,2025,06  Junio,6/18/2025,FVA,ALBARANES DE VENTA,,534.45,"1,674.79 €",Distribution b2b,,11/22/2025,Juntos Products,25
,2025,06  Junio,6/18/2025,FS1T,Factura simplificada FS1T,,99.02,637.87 €,Juntos farm shop,,11/22/2025,Juntos boutique,283
,2025,06  Junio,6/18/2025,CR1F,Factura de venta CR1F,,2.00,10.64 €,Picadeli,,11/22/2025,Juntos farm shop,815
,2025,06  Junio,6/18/2025,AR3G,Tiquet AR3G,,423.50,"7,218.91 €",Juntos house,,11/22/2025,Juntos house,2669
,2025,06  Junio,6/18/2025,FT1G,Tiquet FT1G,,37.00,286.13 €,Tasting place,,11/22/2025,Picadeli,1876
,2025,06  Junio,6/18/2025,CR1T,Factura simplificada CR1T,,538.32,"3,286.77 €",Picadeli,,11/22/2025,Tasting place,1415
,2025,06  Junio,6/19/2025,FVJ,FACTURA DE VENTA JUNTOS,,20.00,206.72 €,Distribution b2b,,11/23/2025,Juntos boutique,568
,2025,06  Junio,6/19/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,19.00,"1,172.30 €",Juntos boutique,,11/23/2025,Juntos house,5002
,2025,06  Junio,6/19/2025,FS1T,Factura simplificada FS1T,,132.95,730.53 €,Juntos farm shop,,11/24/2025,Distribution b2b,353
,2025,06  Junio,6/19/2025,CR1T,Factura simplificada CR1T,,535.32,"3,315.80 €",Picadeli,,11/24/2025,Juntos Products,16
,2025,06  Junio,6/19/2025,AVF,FACTURAS DE VENTA,,3.00,-772.73 €,Juntos house,,11/24/2025,Juntos farm shop,487
,2025,06  Junio,6/19/2025,JVF,FACTURAS DE VENTA,,7.00,151.84 €,Juntos Products,,11/24/2025,Picadeli,2897
,2025,06  Junio,6/19/2025,AR3G,Tiquet AR3G,,379.00,"6,389.45 €",Juntos house,,11/25/2025,Distribution b2b,1440
,2025,06  Junio,6/19/2025,FVA,ALBARANES DE VENTA,,603.60,"2,030.79 €",Distribution b2b,,11/25/2025,Juntos Products,48
,2025,06  Junio,6/19/2025,FT1G,Tiquet FT1G,,49.00,328.88 €,Tasting place,,11/25/2025,Juntos farm shop,504
,2025,06  Junio,6/20/2025,FT1G,Tiquet FT1G,,40.00,280.25 €,Tasting place,,11/25/2025,Picadeli,2795
,2025,06  Junio,6/20/2025,FVA,ALBARANES DE VENTA,,426.20,"1,257.55 €",Distribution b2b,,11/25/2025,Tasting place,1550
,2025,06  Junio,6/20/2025,FS1T,Factura simplificada FS1T,,147.70,996.53 €,Juntos farm shop,,11/26/2025,Distribution b2b,354
,2025,06  Junio,6/20/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,6.00,496.03 €,Juntos boutique,,11/26/2025,Juntos boutique,8
,2025,06  Junio,6/20/2025,FS1F,Factura de venta FS1F,,12.75,41.41 €,Juntos farm shop,,11/26/2025,Juntos farm shop,257
,2025,06  Junio,6/20/2025,AR3G,Tiquet AR3G,,389.00,"6,039.64 €",Juntos house,,11/26/2025,Picadeli,2958
,2025,06  Junio,6/20/2025,JVF,FACTURAS DE VENTA,,2.00,49.09 €,Juntos Products,,11/26/2025,Tasting place,541
,2025,06  Junio,6/20/2025,CR1T,Factura simplificada CR1T,,537.45,"3,102.80 €",Picadeli,,11/27/2025,Distribution b2b,279
,2025,06  Junio,6/21/2025,AR3G,Tiquet AR3G,,11.00,77.27 €,Juntos house,,11/27/2025,Juntos boutique,103
,2025,06  Junio,6/21/2025,FT1G,Tiquet FT1G,,358.00,"3,636.84 €",Tasting place,,11/27/2025,Juntos farm shop,463
,2025,06  Junio,6/21/2025,CR1T,Factura simplificada CR1T,,394.81,"2,577.96 €",Picadeli,,11/27/2025,Juntos house,1902
,2025,06  Junio,6/21/2025,FS1T,Factura simplificada FS1T,,302.23,"1,925.13 €",Juntos farm shop,,11/27/2025,Picadeli,2210
,2025,06  Junio,6/21/2025,JVM,FACTURA DE VENTA MERCADO,,6.00,147.27 €,Juntos Products,,11/27/2025,Tasting place,2507
,2025,06  Junio,6/21/2025,FVA,ALBARANES DE VENTA,,506.36,"1,324.55 €",Distribution b2b,,11/28/2025,Distribution b2b,556
,2025,06  Junio,6/22/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,23.00,762.85 €,Juntos boutique,,11/28/2025,Juntos Products,82
,2025,06  Junio,6/22/2025,AR3G,Tiquet AR3G,,456.50,"6,894.45 €",Juntos house,,11/28/2025,Juntos boutique,155
,2025,06  Junio,6/23/2025,AVF,FACTURAS DE VENTA,,2.00,363.64 €,Juntos house,,11/28/2025,Juntos farm shop,630
,2025,06  Junio,6/23/2025,FS1T,Factura simplificada FS1T,,86.86,554.53 €,Juntos farm shop,,11/28/2025,Juntos house,1439
,2025,06  Junio,6/23/2025,AVB,FACTURAS DE VENTA BOUTIQUE,,13.00,409.23 €,Juntos boutique,,11/28/2025,Picadeli,2660
,2025,06  Junio,6/23/2025,JVA,ALBARANES DE VENTA,,1.00,13.97 €,Juntos Products,,11/28/2025,Tasting place,776
,2025,06  Junio,6/23/2025,CR1T,Factura simplificada CR1T,,652.70,"4,237.43 €",Picadeli,,11/29/2025,Juntos boutique,124
